Facility Name,Facility Name Normalized,Unnamed: 2,Changes,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Hillside Rehab and Care,HILLSIDE REHABILITATION AND CARE,OK,,HILLSIDE REHABILITATION AND CARE,20201105,IL,KENDALL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSIDE REHABILITATION AND CARE,100
Hillside Rehab and Care Center,HILLSIDE REHABILITATION AND CARE CENTER,OK,,,20201105,IL,KENDALL,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSIDE REHABILITATION AND CARE,95
Symphony At The Tillers of Oswego,SYMPHONY AT THE TILLERS OF OSWEGO,#REF!,,SYMPHONY AT THE TILLERS OF OSWEGO,20201105,IL,KENDALL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY AT THE TILLERS OF OSWEGO,100
Courtyard Estates of Knoxville,COURTYARD ESTATES OF KNOXVILLE,OK,,,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNOX COUNTY NURSING HOME,46
Hawthorne Terrace,HAWTHORNE TERRACE,OK,,,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERENITY OF LAKE STOREY,38
Knox County Nursing Home,KNOX COUNTY NURSING HOME,OK,,KNOX COUNTY NURSING HOME,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNOX COUNTY NURSING HOME,100
Marigold,MARIGOLD,OK,,,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARIGOLD REHABILITATION HCC,90
Seminary Manor,SEMINARY MANOR,#REF!,,SEMINARY MANOR,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEMINARY MANOR,100
Serenity of Galesburg,SERENITY OF GALESBURG,OK,,SERENITY OF GALESBURG,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERENITY OF GALESBURG,100
Serenity of Lake Storey,SERENITY OF LAKE STOREY,OK,,SERENITY OF LAKE STOREY,20201105,IL,KNOX,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERENITY OF LAKE STOREY,100
APERION CARE HIGHWOOD,APERION CARE HIGHWOOD,Dup,,APERION CARE HIGHWOOD,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE HIGHWOOD,100
Alden Long Grove,ALDEN LONG GROVE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Alden of Long Grove Rehab and HCC,ALDEN OF LONG GROVE REHABILITATION AND HCC,OK,,ALDEN OF LONG GROVE REHABILITATION AND HCC,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,100
Anthology Grayslake,ANTHOLOGY GRAYSLAKE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA LONG GROVE,53
Aperion Care Highwood,APERION CARE HIGHWOOD,OK,,APERION CARE HIGHWOOD,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE HIGHWOOD,100
Arboria of Long Grove,ARBORIA OF LONG GROVE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Arboria of Long Grove,ARBORIA OF LONG GROVE,Dup,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Auberge at Highland Park,AUBERGE AT HIGHLAND PARK,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRAIRIEVIEW AT THE GARLANDS,51
Auberge at Lake Zurich,AUBERGE AT LAKE ZURICH,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEXINGTON OF LAKE ZURICH,65
Autumn Leaves of Gurnee,AUTUMN LEAVES OF GURNEE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Avantara Long Grove,AVANTARA LONG GROVE,OK,,AVANTARA LONG GROVE,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA LONG GROVE,100
Azira Place of Lake Zurich,AZIRA PLACE OF LAKE ZURICH,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Azpira Place of Lake Zurich,AZPIRA PLACE OF LAKE ZURICH,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Balmoral Care Center,BALMORAL CARE CENTER,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAUCONDA CARE,86
Bayside Terrace,BAYSIDE TERRACE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE TERRACE,74
"Bayside Terrace, LLC",BAYSIDE TERRACE,Dup,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE TERRACE,74
Belmont Village of Buffalo Grove,BELMONT VILLAGE OF BUFFALO GROVE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA LONG GROVE,86
Brookdale - Hawthorn Lakes,BROOKDALE - HAWTHORN LAKES,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE BY THE LAKE,51
Brookdale Vernon Hills,BROOKDALE VERNON HILLS,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLLING HILLS MANOR,51
Brookdale- Hawthorn Lakes,BROOKDALE- HAWTHORN LAKES,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE BY THE LAKE,52
Captain James A Lovell FHCC CLC,CAPTAIN JAMES A LOVELL FHCC CLC,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA LONG GROVE,48
Captain James A Lovell FHCC CLC,CAPTAIN JAMES A LOVELL FHCC CLC,Dup,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA LONG GROVE,48
Cedar Lake,CEDAR LAKE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE FOREST PLACE - BALMORAL,86
Claridge Health Center,CLARIDGE HEALTH CENTER,OK,,CLARIDGE HEALTH CENTER,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARIDGE HEALTH CENTER,100
Cottages of Fox Lake,COTTAGES OF FOX LAKE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
ELEVATE CARE WAUKEGAN,ELEVATE CARE WAUKEGAN,Dup,,ELEVATE CARE WAUKEGAN,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE WAUKEGAN,100
Elevate Care Riverwoods,ELEVATE CARE RIVERWOODS,OK,,ELEVATE CARE RIVERWOODS,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE RIVERWOODS,100
Elevate Care Waukegan,ELEVATE CARE WAUKEGAN,OK,,ELEVATE CARE WAUKEGAN,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE WAUKEGAN,100
Glenkirk Acorn CILA,GLENKIRK ACORN CILA,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAUCONDA CARE,44
Gurnee Meadows,GURNEE MEADOWS,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADFORD GREEN AT SEDGEBROOK,49
Heritage Woods of Gurnee,HERITAGE WOODS OF GURNEE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Heritage Woods of Gurnee,HERITAGE WOODS OF GURNEE,Dup,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Hillcrest Retirement Village,HILLCREST RETIREMENT VILLAGE,OK,,HILLCREST RETIREMENT VILLAGE,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLCREST RETIREMENT VILLAGE,100
Kiley Development Center,KILEY DEVELOPMENT CENTER,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARIDGE HEALTH CENTER,57
Kiley Development Center,KILEY DEVELOPMENT CENTER,Dup,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARIDGE HEALTH CENTER,57
Lake Barrington Woods,LAKE BARRINGTON WOODS,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE HIGHWOOD,59
Lake Forest Place - Balmoral,LAKE FOREST PLACE - BALMORAL,OK,,LAKE FOREST PLACE - BALMORAL,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE FOREST PLACE - BALMORAL,100
Lambs Farm,LAMBS FARM,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE RIVERWOODS,45
Lexington of Lake Zurich,LEXINGTON OF LAKE ZURICH,OK,,LEXINGTON OF LAKE ZURICH,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEXINGTON OF LAKE ZURICH,100
Lexington of Lake Zurich,LEXINGTON OF LAKE ZURICH,Dup,,LEXINGTON OF LAKE ZURICH,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEXINGTON OF LAKE ZURICH,100
Libertyville Manor,LIBERTYVILLE MANOR,OK,,LIBERTYVILLE MANOR,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBERTYVILLE MANOR,100
Manor Care of Libertyville,MANOR CARE OF LIBERTYVILLE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANORCARE OF LIBERTYVILLE,98
Manor Care of Libertyville,MANOR CARE OF LIBERTYVILLE,Dup,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANORCARE OF LIBERTYVILLE,98
Mount St. Joseph,MOUNT ST. JOSEPH,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,40
Mount St. Josephs,MOUNT ST. JOSEPHS,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,38
Pavilion of Waukegan,PAVILION OF WAUKEGAN,OK,,PAVILION OF WAUKEGAN,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAVILION OF WAUKEGAN,100
Prarieview at the Garlands,PRAIRIEVIEW AT THE GARLANDS,OK,,PRAIRIEVIEW AT THE GARLANDS,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRAIRIEVIEW AT THE GARLANDS,100
Radford Green at Sedgebrook,RADFORD GREEN AT SEDGEBROOK,OK,,RADFORD GREEN AT SEDGEBROOK,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADFORD GREEN AT SEDGEBROOK,100
Riverside Foundation,RIVERSIDE FOUNDATION,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THRIVE LAKE COUNTY,53
Rolling Hills Manor,ROLLING HILLS MANOR,OK,,ROLLING HILLS MANOR,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLLING HILLS MANOR,100
Rolling Hills Place,ROLLING HILLS PLACE,#REF!,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLLING HILLS MANOR,79
Seymour Terrace,SEYMOUR TERRACE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE TERRACE,74
Sheridan at Green Oaks,SHERIDAN AT GREEN OAKS,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADFORD GREEN AT SEDGEBROOK,54
Spring Meadows Libertyville,SPRING MEADOWS LIBERTYVILLE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIBERTYVILLE MANOR,86
Stonebridge of Gurnee,STONEBRIDGE OF GURNEE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Sunrise of Barrington,SUNRISE OF BARRINGTON,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Sunrise of Highland Park,SUNRISE OF HIGHLAND PARK,#REF!,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN OF LONG GROVE REHABILITATION AND HCC,86
Symphony Buffalo Grove,SYMPHONY BUFFALO GROVE,#REF!,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF BUFFALO GROVE,95
Terrace Nursing Home,TERRACE NURSING HOME,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE TERRACE,86
The Grove By the Lake,THE GROVE BY THE LAKE,OK,,THE GROVE BY THE LAKE,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE BY THE LAKE,100
The Grove at the Lake,THE GROVE AT THE LAKE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE BY THE LAKE,90
The Solana Deer Park,THE SOLANA DEER PARK,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE TERRACE,86
The Village at Victory Lakes,THE VILLAGE AT VICTORY LAKES,OK,,THE VILLAGE AT VICTORY LAKES,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE VILLAGE AT VICTORY LAKES,100
The Village at Victory Lakes Continuing Care Cente,THE VILLAGE AT VICTORY LAKES CONTINUING CARE CENTER,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE VILLAGE AT VICTORY LAKES,90
The Wellshire Lincolnshire,THE WELLSHIRE LINCOLNSHIRE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE TERRACE,86
Thrive of Lake County,THRIVE OF LAKE COUNTY,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THRIVE LAKE COUNTY,95
Victory Centre of Vernon Hills,VICTORY CENTRE OF VERNON HILLS,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAVILION OF WAUKEGAN,86
Victory Lakes Continuing Care Center,VICTORY LAKES CONTINUING CARE CENTER,#REF!,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE HIGHWOOD,86
Warren Barr Lincolnshire,WARREN BARR LINCOLNSHIRE,#REF!,,WARREN BARR LINCOLNSHIRE,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARREN BARR LINCOLNSHIRE,100
Warren Barr North Shore,WARREN BARR NORTH SHORE,OK,,WARREN BARR NORTH SHORE,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARREN BARR NORTH SHORE,100
Wauconda Care,WAUCONDA CARE,OK,,WAUCONDA CARE,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAUCONDA CARE,100
Whitehall North,WHITEHALL NORTH,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARREN BARR NORTH SHORE,86
Whitehall of Deerfield,WHITEHALL OF DEERFIELD,OK,,WHITEHALL OF DEERFIELD,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITEHALL OF DEERFIELD,100
Winchester House,WINCHESTER HOUSE,OK,,,20201105,IL,LAKE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLCREST RETIREMENT VILLAGE,45
Aperion Care Marseilles,APERION CARE MARSEILLES,OK,,APERION CARE MARSEILLES,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE MARSEILLES,100
Hawthorne Inn Assisted Living,HAWTHORNE INN ASSISTED LIVING,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARKER NURSING AND REHABILITATION CENTER,41
Heritage Health Mendota,HERITAGE HEALTH - MENDOTA,OK,,HERITAGE HEALTH - MENDOTA,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - MENDOTA,100
Heritage Health Peru,HERITAGE HEALTH - PERU,OK,,HERITAGE HEALTH - PERU,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - PERU,100
Heritage Health Streator,HERITAGE HEALTH STREATOR,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH-STREATOR,100
Heritage Woods of Ottawa,HERITAGE WOODS OF OTTAWA,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTAWA PAVILION,86
Illinois Veterans Home - LaSalle,ILLINOIS VETERANS HOME - LASALLE,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASANT VIEW LUTHER HOME,48
LaSalle County Nursing Home,LASALLE COUNTY NURSING HOME,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA SALLE COUNTY NURSING HOME,98
Liberty Village of Peru - Manor Court,LIBERTY VILLAGE OF PERU - MANOR COURT,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - PERU,86
Ottawa Pavilion,OTTAWA PAVILION,OK,,OTTAWA PAVILION,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTAWA PAVILION,100
Parker Nursing and Rehabilitation Center,PARKER NURSING AND REHABILITATION CENTER,OK,,PARKER NURSING AND REHABILITATION CENTER,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARKER NURSING AND REHABILITATION CENTER,100
Streator Unlimited Inc.,STREATOR UNLIMITED,OK,,,20201105,IL,LASALLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH-STREATOR,59
Aperion HealthCare,APERION HEALTHCARE,OK,,,20201105,IL,LAWRENCE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE BRIDGEPORT,65
United Methodist Village,UNITED METHODIST VILLAGE,OK,,UNITED METHODIST VILLAGE,20201105,IL,LAWRENCE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITED METHODIST VILLAGE,100
Dixon Healthc,DIXON HEALTHC,OK,,,20201105,IL,LEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIXON REHABILITATION AND HCC,86
Jack Mabley Developmental Center,JACK MABLEY DEVELOPMENTAL CENTER,OK,,,20201105,IL,LEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIXON REHABILITATION AND HCC,35
Jack Mabley Developmental Center,JACK MABLEY DEVELOPMENTAL CENTER,Dup,,,20201105,IL,LEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIXON REHABILITATION AND HCC,35
Evenglow Lodge,EVENGLOW LODGE,OK,,EVENGLOW LODGE,20201105,IL,LIVINGSTON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVENGLOW LODGE,100
Good Samaritan Rehabilitation/Healthcare,GOOD SAMARITAN REHABILITATION/HEALTHCARE,OK,,GOOD SAMARITAN REHABILITATION/HEALTHCARE,20201105,IL,LIVINGSTON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD SAMARITAN REHABILITATION/HEALTHCARE,100
Heritage Health - Dwight,HERITAGE HEALTH - DWIGHT,OK,,HERITAGE HEALTH - DWIGHT,20201105,IL,LIVINGSTON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - DWIGHT,100
Christian Nursing Home,CHRISTIAN NURSING HOME,OK,,CHRISTIAN NURSING HOME,20201105,IL,LOGAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHRISTIAN NURSING HOME,100
Christian Nursing Home,CHRISTIAN NURSING HOME,Dup,,CHRISTIAN NURSING HOME,20201105,IL,LOGAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHRISTIAN NURSING HOME,100
Generations at Lincoln,GENERATIONS AT LINCOLN,OK,,GENERATIONS AT LINCOLN,20201105,IL,LOGAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS AT LINCOLN,100
St. Claras Manor,ST. CLARAS MANOR,OK,,ST. CLARAS MANOR,20201105,IL,LOGAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. CLARAS MANOR,100
Vonderlieth Living Center,VONDERLIETH LIVING CENTER,OK,,,20201105,IL,LOGAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H AND J VONDERLIETH LVG CENTER,80
Eagle Ridge Assisted Living Center,EAGLE RIDGE ASSISTED LIVING CENTER,OK,,,20201105,IL,MACON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMBODEN CREEK LIVING CENTER,63
Evergreen Senior Living,EVERGREEN SENIOR LIVING,Dup,,,20201105,IL,MACON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIRHAVENS SENIOR LIVING,72
