,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
100677,2020-12-13,145949,HILLCREST HOME,14688 ILLINOIS HIGHWAY 82,GENESEO,IL,61254,Y,Y,0.0,0.0,1.0,49.0,,4.0,2.0,6.0,2.0,4.0,106.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,7.0,11.0,,4.0,43.0,0.0,8.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.3,28.6,700.0,57.1,8.2,Henry,N,N,POINT (-90.16506 41.363867),Week 30 - Dec 13
100685,2020-12-13,145869,ALDEN ESTATES OF SKOKIE,4626 OLD ORCHARD ROAD,SKOKIE,IL,60076,Y,Y,0.0,0.0,0.0,5.0,,12.0,0.0,0.0,0.0,0.0,56.0,11.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,8.0,24.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,454.5,0.0,0.0,Cook,N,N,POINT (-87.743036 42.062465),Week 30 - Dec 13
100700,2020-12-13,146067,BRIA OF GENEVA,1101 EAST STATE STREET,GENEVA,IL,60134,Y,Y,0.0,31.0,0.0,2.0,,0.0,1.0,21.0,0.0,19.0,,82.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,6.0,17.0,,0.0,17.0,0.0,1.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,0.0,0.0,24.4,231.7,950.0,Kane,N,N,POINT (-88.285044 41.887816),Week 30 - Dec 13
100727,2020-12-13,145977,SYMPHONY OF SOUTH SHORE,2425 EAST 71ST STREET,CHICAGO,IL,60649,Y,Y,6.0,101.0,6.0,128.0,,73.0,0.0,44.0,0.0,33.0,236.0,176.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,21.0,91.0,,0.0,40.0,0.0,28.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,34.1,0.0,727.3,187.5,25.8,Cook,Y,N,POINT (-87.564738 41.766303),Week 30 - Dec 13
100739,2020-12-13,145664,WESTSIDE REHAB & CARE CENTER,601 NORTH COLUMBIA,WEST FRANKFORT,IL,62896,Y,Y,0.0,0.0,1.0,1.0,,0.0,0.0,11.0,0.0,0.0,96.0,56.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,5.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,17.9,0.0,17.9,0.0,0.0,Franklin,N,Y,POINT (-88.943858 37.9036),Week 30 - Dec 13
100759,2020-12-13,145832,APERION CARE WEST RIDGE,6450 NORTH RIDGE BLVD,CHICAGO,IL,60626,Y,Y,0.0,11.0,0.0,33.0,,0.0,0.0,15.0,0.0,9.0,136.0,117.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,17.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,282.1,76.9,27.3,Cook,N,N,POINT (-87.677476 41.999346),Week 30 - Dec 13
100790,2020-12-13,145807,HELIA HEALTHCARE OF NEWTON,300 S SCOTT STREET,NEWTON,IL,62448,Y,Y,0.0,0.0,0.0,51.0,,23.0,2.0,8.0,2.0,8.0,55.0,37.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,40.0,65.0,,1.0,34.0,0.0,24.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,54.1,1378.4,216.2,15.7,Jasper,N,N,POINT (-88.151475 38.987991),Week 30 - Dec 13
100824,2020-12-13,145791,FIRESIDE HOUSE OF CENTRALIA,1030 MARTIN LUTHER KING BLVD,CENTRALIA,IL,62801,Y,Y,0.0,0.0,2.0,33.0,,0.0,5.0,10.0,5.0,6.0,98.0,49.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,40.8,102.0,673.5,122.4,18.2,Marion,N,N,,Week 30 - Dec 13
100843,2020-12-13,146060,FAITH CARE CENTER,100 FAITH DRIVE,HIGHLAND,IL,62249,Y,Y,0.0,1.0,0.0,0.0,,13.0,0.0,23.0,0.0,0.0,76.0,52.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,7.0,,0.0,8.0,0.0,30.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Madison,N,N,POINT (-89.67284600000002 38.728583),Week 30 - Dec 13
100867,2020-12-13,145697,KNOX COUNTY NURSING HOME,800 NORTH MARKET STREET,KNOXVILLE,IL,61448,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knox,,,POINT (-90.284867 40.917589),Week 30 - Dec 13
100895,2020-12-13,145715,WHEATON VILLAGE NRSG & RHB CTR,1325 MANCHESTER ROAD,WHEATON,IL,60187,Y,Y,0.0,11.0,0.0,28.0,,28.0,1.0,29.0,0.0,16.0,123.0,111.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,4.0,,0.0,34.0,0.0,57.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,252.3,144.1,57.1,DuPage,N,N,POINT (-88.125647 41.867424),Week 30 - Dec 13
100901,2020-12-13,145944,AVANTARA AURORA,400 WEST SULLIVAN ROAD,AURORA,IL,60506,N,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Kane,,,,Week 30 - Dec 13
100925,2020-12-13,145860,"GROVE OF SKOKIE, THE",9000 LA VERGNE AVENUE,SKOKIE,IL,60077,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,POINT (-87.751757 42.044763),Week 30 - Dec 13
100954,2020-12-13,146019,WABASH CHRISTIAN RETIREMENT,216 COLLEGE BOULEVARD,CARMI,IL,62821,Y,Y,0.0,5.0,4.0,39.0,,53.0,2.0,51.0,2.0,10.0,156.0,125.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,51.0,2.0,,4.0,63.0,0.0,127.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,32.0,16.0,312.0,80.0,25.6,White,Y,N,POINT (-88.171034 38.081162),Week 30 - Dec 13
100993,2020-12-13,145974,NORWOOD CROSSING,6016 NORTH NINA AVENUE,CHICAGO,IL,60631,Y,Y,0.0,32.0,0.0,57.0,,37.0,3.0,58.0,0.0,12.0,131.0,102.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,57.0,0.0,75.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,558.8,117.6,21.1,Cook,N,N,POINT (-87.79996 41.99082),Week 30 - Dec 13
101027,2020-12-13,145906,DIXON REHAB & HCC,800 DIVISION STREET,DIXON,IL,61021,Y,Y,0.0,6.0,0.0,68.0,,14.0,0.0,25.0,0.0,10.0,97.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,1.0,,0.0,44.0,0.0,24.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1152.5,169.5,14.7,Lee,N,N,POINT (-89.469831 41.833265),Week 30 - Dec 13
101073,2020-12-13,146094,BROOKDALE BURR RIDGE,6801 HIGHGROVE BOULEVARD,BURR RIDGE,IL,60521,Y,Y,0.0,2.0,0.0,14.0,,8.0,0.0,3.0,0.0,3.0,124.0,81.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,172.8,37.0,21.4,DuPage,N,N,POINT (-87.929899 41.765961),Week 30 - Dec 13
101108,2020-12-13,145903,VANDALIA REHAB & HEALTH CARE C,1500 WEST ST LOUIS AVENUE,VANDALIA,IL,62471,Y,Y,2.0,7.0,0.0,42.0,,23.0,0.0,14.0,0.0,5.0,116.0,41.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,25.0,,1.0,57.0,0.0,3.0,0.0,0.0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1024.4,122.0,11.9,Fayette,N,N,POINT (-89.110523 38.957507),Week 30 - Dec 13
101139,2020-12-13,145728,MANOR COURT OF MARYVILLE,6955 STATE ROUTE 162,MARYVILLE,IL,62062,Y,Y,0.0,1.0,0.0,31.0,,6.0,1.0,8.0,1.0,6.0,132.0,74.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,6.0,43.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,13.5,418.9,81.1,19.4,Madison,N,N,POINT (-89.938999 38.737933),Week 30 - Dec 13
101141,2020-12-13,145930,GOOD SAMARITAN - PONTIAC,1225 SOUTH EWING DRIVE,PONTIAC,IL,61764,Y,Y,0.0,2.0,1.0,13.0,,6.0,1.0,27.0,0.0,1.0,90.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,18.0,0.0,24.0,0.0,0.0,N,N,N,N,,,,,,,,,,,,,,,,,,14.1,0.0,183.1,14.1,7.7,Livingston,N,N,,Week 30 - Dec 13
101153,2020-12-13,145765,PARK VIEW REHAB CENTER,5888 NORTH RIDGE,CHICAGO,IL,60660,Y,Y,9.0,58.0,0.0,35.0,,43.0,0.0,16.0,0.0,10.0,128.0,121.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,25.0,0.0,42.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,289.3,82.6,28.6,Cook,N,N,POINT (-87.668556 41.988769000000005),Week 30 - Dec 13
101186,2020-12-13,145917,FAIR OAKS HEALTH CARE CENTER,471 TERRA COTTA AVENUE,CRYSTAL LAKE,IL,60014,Y,Y,0.0,4.0,0.0,21.0,,21.0,0.0,5.0,0.0,4.0,51.0,30.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,20.0,134.0,,2.0,20.0,0.0,17.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,700.0,133.3,19.0,McHenry,N,N,POINT (-88.339237 42.248016),Week 30 - Dec 13
101289,2020-12-13,145685,MOUNT VERNON COUNTRYSIDE MANOR,606 EAST IL HWY 15,MOUNT VERNON,IL,62864,Y,N,0.0,0.0,16.0,46.0,,20.0,1.0,24.0,1.0,1.0,91.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,29.0,40.0,,6.0,26.0,0.0,23.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,271.2,16.9,779.7,16.9,2.2,Jefferson,Y,N,POINT (-88.881296 38.316283),Week 30 - Dec 13
101292,2020-12-13,146056,ASCENSION HERITAGE VILLAGE,901 NORTH ENTRANCE AVENUE,KANKAKEE,IL,60901,Y,Y,1.0,2.0,2.0,5.0,,3.0,2.0,13.0,0.0,0.0,51.0,28.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,71.4,0.0,178.6,0.0,0.0,Kankakee,N,N,POINT (-87.869641 41.131426000000005),Week 30 - Dec 13
101298,2020-12-13,145761,LAKEWOOD NRSG & REHAB CENTER,14716 S EASTERN AVENUE,PLAINFIELD,IL,60544,Y,Y,0.0,5.0,0.0,68.0,,18.0,0.0,46.0,0.0,7.0,130.0,60.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,21.0,71.0,,0.0,27.0,0.0,9.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1133.3,116.7,10.3,Will,N,N,POINT (-88.196596 41.61498),Week 30 - Dec 13
101325,2020-12-13,145638,LEXINGTON HLTH CR CTR-BLMNGDL,165 SOUTH BLOOMINGDALE ROAD,BLOOMINGDALE,IL,60108,Y,Y,1.0,13.0,0.0,7.0,,3.0,0.0,22.0,0.0,7.0,142.0,85.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,72.0,188.0,,1.0,23.0,0.0,3.0,0.0,0.0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,82.4,82.4,100.0,DuPage,N,N,POINT (-88.080886 41.951943),Week 30 - Dec 13
101409,2020-12-13,145863,INTEGRITY HC OF MARION,1301 EAST DEYOUNG,MARION,IL,62959,Y,Y,0.0,0.0,5.0,12.0,,1.0,0.0,0.0,0.0,0.0,125.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,68.5,0.0,164.4,0.0,0.0,Williamson,Y,N,POINT (-88.909877 37.740021),Week 30 - Dec 13
101546,2020-12-13,145926,GARDENVIEW MANOR,14792 CATLIN TILTON ROAD,DANVILLE,IL,61834,N,,0.0,33.0,0.0,32.0,,5.0,0.0,11.0,0.0,0.0,213.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,727.3,0.0,0.0,Vermilion,,,POINT (-87.663669 40.098308),Week 30 - Dec 13
101555,2020-12-13,145720,ST CLARA'S REHAB & SENIOR CARE,1450 CASTLE MANOR DRIVE,LINCOLN,IL,62656,Y,Y,2.0,2.0,0.0,44.0,,14.0,5.0,21.0,5.0,16.0,106.0,68.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,16.0,81.0,,2.0,23.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,73.5,647.1,235.3,36.4,Logan,N,N,,Week 30 - Dec 13
101582,2020-12-13,145801,PLEASANT VIEW LUTHER HOME,505 COLLEGE AVENUE,OTTAWA,IL,61350,Y,Y,0.0,0.0,5.0,21.0,,18.0,2.0,29.0,0.0,1.0,90.0,67.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,55.0,95.0,,3.0,25.0,0.0,27.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,74.6,0.0,313.4,14.9,4.8,LaSalle,Y,N,POINT (-88.844381 41.331529),Week 30 - Dec 13
101607,2020-12-13,145759,ROSICLARE REHAB & HCC,"55 FERRELL ROAD, PO BOX 220",ROSICLARE,IL,62982,Y,Y,0.0,0.0,0.0,0.0,,0.0,1.0,12.0,0.0,0.0,62.0,41.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,5.0,0.0,2.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Hardin,N,N,POINT (-88.352347 37.420083),Week 30 - Dec 13
101692,2020-12-13,146066,ALPINE FIRESIDE HEALTH CENTER,3650 NORTH ALPINE ROAD,ROCKFORD,IL,61114,Y,Y,0.0,0.0,0.0,34.0,,1.0,0.0,4.0,0.0,4.0,99.0,39.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,0.0,26.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,871.8,102.6,11.8,Winnebago,N,N,POINT (-89.029228 42.310205),Week 30 - Dec 13
101772,2020-12-13,145852,BROOKDALE PROSPECT HEIGHTS,700 EAST EUCLID AVENUE,PROSPECT HEIGHTS,IL,60070,Y,Y,0.0,0.0,3.0,6.0,,0.0,0.0,0.0,0.0,0.0,151.0,106.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,110.0,41.0,,1.0,12.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,28.3,0.0,56.6,0.0,0.0,Cook,Y,N,POINT (-87.918983 42.087858),Week 30 - Dec 13
101795,2020-12-13,145938,PARKSHORE ESTATES NURSING & REHAB,6125 SOUTH KENWOOD,CHICAGO,IL,60637,Y,N,0.0,6.0,39.0,144.0,,157.0,1.0,8.0,1.0,3.0,318.0,209.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,5.0,20.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,186.6,4.8,689.0,14.4,2.1,Cook,Y,N,POINT (-87.593102 41.783468),Week 30 - Dec 13
101813,2020-12-13,145868,AVANTARA LONG GROVE,1666 CHECKER ROAD,LONG GROVE,IL,60047,Y,N,4.0,49.0,0.0,145.0,,138.0,0.0,0.0,0.0,0.0,195.0,144.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,61.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1006.9,0.0,0.0,Lake,N,N,POINT (-87.986442 42.160843),Week 30 - Dec 13
101832,2020-12-13,145980,DUNHAM REHAB & HEALTHCARE,850 DUNHAM RD,ST CHARLES,IL,60174,Y,Y,0.0,1.0,0.0,8.0,,1.0,2.0,27.0,0.0,0.0,109.0,96.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,4.0,,2.0,22.0,0.0,2.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,83.3,0.0,0.0,Kane,N,N,POINT (-88.284601 41.925816),Week 30 - Dec 13
102030,2020-12-13,145771,RIVER BLUFF NURSING HOME,4401 NORTH MAIN STREET,ROCKFORD,IL,61103,Y,Y,0.0,3.0,0.0,49.0,,18.0,2.0,28.0,0.0,9.0,304.0,142.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,296.0,,4.0,44.0,0.0,47.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,345.1,63.4,18.4,Winnebago,N,N,POINT (-89.077315 42.322742),Week 30 - Dec 13
102071,2020-12-13,145786,LINCOLNWOOD PLACE,7000 NORTH MCCORMICK BLVD.,LINCOLNWOOD,IL,60645,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,POINT (-87.711649 42.007847),Week 30 - Dec 13
102074,2020-12-13,145804,OAK TRACE,250 VILLAGE DRIVE,DOWNERS GROVE,IL,60516,Y,Y,1.0,1.0,1.0,9.0,,0.0,0.0,35.0,0.0,0.0,102.0,92.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,23.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,10.9,0.0,97.8,0.0,0.0,DuPage,N,N,POINT (-87.993778 41.766183),Week 30 - Dec 13
102088,2020-12-13,145665,"GROVE AT THE LAKE,THE",2534 ELIM AVENUE,ZION,IL,60099,Y,Y,3.0,48.0,0.0,23.0,,1.0,0.0,165.0,0.0,86.0,244.0,145.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,4.0,,0.0,145.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26.0,6.0,Y,Y,0.0,0.0,158.6,593.1,373.9,Lake,N,N,POINT (-87.823886 42.448462),Week 30 - Dec 13
102121,2020-12-13,146092,INTEGRITY HC OF HERRIN,1900 NORTH PARK AVENUE,HERRIN,IL,62948,Y,Y,0.0,6.0,0.0,29.0,,0.0,0.0,4.0,0.0,0.0,49.0,11.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,16.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,2636.4,0.0,0.0,Williamson,N,N,POINT (-89.027607 37.82176),Week 30 - Dec 13
102145,2020-12-13,146084,PLEASANT VIEW REHAB & HCC,500 NORTH JACKSON STREET,MORRISON,IL,61270,Y,Y,0.0,0.0,0.0,30.0,,0.0,0.0,11.0,0.0,4.0,74.0,27.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,46.0,,1.0,23.0,0.0,9.0,0.0,0.0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1111.1,148.1,13.3,Whiteside,N,N,POINT (-89.955529 41.811122),Week 30 - Dec 13
102147,2020-12-13,146074,MASON POINT,ONE MASONIC WAY,SULLIVAN,IL,61951,Y,Y,0.0,3.0,0.0,25.0,,8.0,0.0,30.0,0.0,2.0,170.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,1.0,,1.0,12.0,0.0,49.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,342.5,27.4,8.0,Moultrie,N,N,,Week 30 - Dec 13
102179,2020-12-13,146068,SUNNY ACRES NURSING HOME,19130 SUNNY ACRES ROAD,PETERSBURG,IL,62675,Y,N,2.0,2.0,0.0,0.0,,9.0,1.0,33.0,1.0,3.0,106.0,83.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,19.0,6.0,,1.0,8.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,12.0,0.0,36.1,,Menard,N,N,POINT (-89.827947 40.004192),Week 30 - Dec 13
